SNo.,date,startup,vertical,subvertical,city,investors,round,amount,year,month,investors_clean
969,2017-03-21,Myglamm,Consumer Internet,On-Demand Beauty Services,Mumbai,LOccitane,Private Equity,45.05,2017,3,Loccitane
970,2017-03-22,The Moms Co,E Commerce,Pregnancy & Baby Care Etailer,New Delhi,"Shripad Nadkarni, Nandu Nandkishore",Seed Funding,0.0,2017,3,"Shripad Nadkarni, Nandu Nandkishore"
971,2017-03-22,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bangalore,"Ravi Saxena, Sandeep Raju,",Seed Funding,1.6235,2017,3,"Ravi Saxena, Sandeep Raju"
972,2017-03-23,Ixigo,Consumer Internet,Online Travel Search Engine,Gurgaon,"Sequoia Capital, Kinzon Capital",Private Equity,127.5,2017,3,"Sequoia Capital, Kinzon Capital"
973,2017-03-23,Markets And Markets,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity,476.0,2017,3,"Ftv Capital, Zodius Capital"
974,2017-03-24,Bizom,Technology,Supply Chain Automation Platform,Bangalore,Ojas Ventures,Seed Funding,3.247,2017,3,Ojas Ventures
975,2017-03-24,Babyonboard,Consumer Internet,Parenting Mobile App,Bangalore,"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya",Seed Funding,0.0,2017,3,"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya"
976,2017-03-24,Delhivery,Technology,Tech Enabled Fulfilment & Logistics Solutions,New Delhi,"Carlyle Group, Tiger Global",Private Equity,850.0,2017,3,"Carlyle Group, Tiger Global"
977,2017-03-27,Sport Flashes,Consumer Internet,Sports Based Online Media Portal,New Delhi,"Vikas Bajaj, Amit Kharbanda,",Seed Funding,0.0,2017,3,"Vikas Bajaj, Amit Kharbanda"
978,2017-03-28,Fynd,E Commerce,Online Fashion Marketplace,Mumbai,Venture Catalysts,Private Equity,4.25,2017,3,Venture Catalysts
979,2017-03-28,Wigzo,Technology,Enterprise Automation Suite,New Delhi,3one4 capital,Private Equity,0.0,2017,3,3One4 Capital
980,2017-03-28,Donething,Consumer Internet,On-Demand Personal Assistant Service,Gurgaon,Brand Capital,Private Equity,2.55,2017,3,Brand Capital
981,2017-03-29,Zapyle,E Commerce,Luxury Fashion Marketplace,Bangalore,Undisclosed Investors,Seed Funding,0.0,2017,3,Undisclosed Investors
982,2017-03-29,Ithaka,Consumer Internet,Vacation Trip Pla Ing Platform,Mumbai,"Ankit Gupta, Puneet Motihar",Seed Funding,2.7625,2017,3,"Ankit Gupta, Puneet Motihar"
983,2017-03-29,Perpule,E Commerce,Self-Checkout Ecommerce App,Bangalore,KStart Capital,Seed Funding,5.525,2017,3,Kstart Capital
984,2017-03-29,Byjus,Consumer Internet,Online Education Platform,Bangalore,Verlinvest,Private Equity,0.0,2017,3,Verlinvest
985,2017-03-29,Licious,E Commerce,Online Meat Ordering Platform,Bangalore,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",Private Equity,85.0,2017,3,"Mayfield India, 3One4 Capital, Sistema Asia Fund, Neoplux Technology Fund"
986,2017-03-29,Medinfi,Consumer Internet,Doctor & Hospital Search Platform,Bangalore,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",Seed Funding,0.425,2017,3,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani, Undisclosed Investors"
987,2017-03-30,Indus Os,Technology,Mobile Os Creator,Mumbai,"JSW Ventures, VenturEast",Private Equity,0.0,2017,3,"Jsw Ventures, Ventureast"
988,2017-03-30,Emflux Motors,Technology,Electric Motorcycle Manufacturer,Bangalore,"Meher Roy, Nikhil Arora, Meet Kanodia, Krit Sankalp, Nitish Singh, Risabh Gupta",Seed Funding,0.0,2017,3,"Meher Roy, Nikhil Arora, Meet Kanodia, Krit Sankalp, Nitish Singh, Risabh Gupta"
989,2017-03-30,Klinic App,Consumer Internet,Pathology & Diagnostic Tests Portal,Gurgaon,Om Chaudhry,Seed Funding,0.0,2017,3,Om Chaudhry
990,2017-03-31,Jhakaas,Consumer Internet,Offline Business Aggregator App,Mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",Seed Funding,1.3175,2017,3,"Malini Patel, Stelcore Management Services, Anjani Prasad"
991,2017-03-31,Oriano Solar,Technology,Turnkey Solar Solutions,Mumbai,Samridhi Fund,Private Equity,25.5,2017,3,Samridhi Fund
992,2017-03-31,Bigbasket,E Commerce,Online Grocer,Bangalore,Trifecta Capital,Private Equity,59.5,2017,3,Trifecta Capital
993,2017-03-31,Rooter,Consumer Internet,Sports Engagement Platform,New Delhi,Intex Technologies,Private Equity,0.0,2017,3,Intex Technologies
994,2017-03-31,Falconbrick,Technology,Real-Estate Workflow Mobile App,Bangalore,"Satveer Thakral, LetsVenture, Mumbai Angels",Seed Funding,0.0,2017,3,"Satveer Thakral, Letsventure, Mumbai Angels"
995,2017-03-31,Icertis,Technology,Erp Solutions Provider,Pune,"B Capital Group, Ignition Partners, Greycroft, e.ventures, Eight Roads Ventures",Private Equity,212.5,2017,3,"B Capital Group, Ignition Partners, Greycroft, E.Ventures, Eight Roads Ventures"
996,2017-02-02,Clodura,Technology,Intelligent Sales Assistant,Pune,Undisclosed Investors,Seed Funding,0.0,2017,2,Undisclosed Investors
997,2017-02-03,Stockroomio,Consumer Internet,Curated Platform For Developers,Hyderabad,"Satya D Sinha, Gyanendra Singh",Seed Funding,0.0,2017,2,"Satya D Sinha, Gyanendra Singh"
998,2017-02-06,Capital Float,Consumer Internet,Online Lending Platform,Bangalore,IFMR Capital Finance,Private Equity,21.25,2017,2,Ifmr Capital Finance
999,2017-02-06,Imanagemyhotel,Technology,Hotel Management Solution,Kolkata,Jaarvis Accelerator,Seed Funding,0.0,2017,2,Jaarvis Accelerator
1000,2017-02-07,Inner Hour,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed Funding,3.825,2017,2,"Batlivala, Karani Securities, Venture Works"
1001,2017-02-07,Travel Triangle,Consumer Internet,Online Travel Agent Marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity,85.0,2017,2,"Rb Investments, Saif Partners, Bessemer Venture Partners"
1002,2017-02-08,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,Earlsfield Capital,Seed Funding,8.5,2017,2,Earlsfield Capital
1003,2017-02-08,Zenatix,Technology,Iot Based Energy Monitoring & Control,Gurgaon,"pi Ventures, Blume Ventures",Private Equity,10.2,2017,2,"Pi Ventures, Blume Ventures"
1004,2017-02-08,Cartrade,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdings,Private Equity,467.5,2017,2,Temasek Holdings
1005,2017-02-08,Mindyourfleet,Technology,Car Rental Software Solutions,Noida,"Japan Vyas, Tarun Adlakha",Seed Funding,0.0,2017,2,"Japan Vyas, Tarun Adlakha"
1006,2017-02-08,Edurev,Consumer Internet,Online Education Portal,Gurgaon,Facebook FB Start programme,Seed Funding,0.34,2017,2,Facebook Fb Start Programme
1007,2017-02-09,Voonik,E Commerce,Women Apparel & Lifestyle Etailer,Bangalore,"RB Investments, Sequoia Capital",Private Equity,51.0,2017,2,"Rb Investments, Sequoia Capital"
1008,2017-02-09,1Crowd,Finance,Startup Crowd-Funding Platform,Mumbai,Ganesh Natarajan,Seed Funding,0.0,2017,2,Ganesh Natarajan
1009,2017-02-09,Wooplr,E Commerce,Women Fashion Portal,Bangalore,"Sistema Asia Fund, Amereus Group, Helion Ventures",Private Equity,68.0,2017,2,"Sistema Asia Fund, Amereus Group, Helion Ventures"
1010,2017-02-10,48East,E Commerce,Online Food Delivery Platform,Bangalore,Al Dhaheri family,Private Equity,4.25,2017,2,Al Dhaheri Family
1011,2017-02-10,Redesyn,Consumer Internet,Tech Enabler For Artists,Mumbai,ThinQbate,Seed Funding,0.0,2017,2,Thinqbate
1012,2017-02-13,Sigtuple,Technology,Medical Automation Platform,Bangalore,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",Private Equity,49.3,2017,2,"Accel, Idg Ventures, Endiya Partners, Pi Ventures, Vh Capital, Axilor Partners"
1013,2017-02-13,Flutura,Technology,Decision Sciences Analytics Solutions,Bangalore,"Vertex Ventures, Lumis Partners",Private Equity,63.75,2017,2,"Vertex Ventures, Lumis Partners"
1014,2017-02-13,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,Anil Jain & other HNIs,Private Equity,27.2,2017,2,"Anil Jain, Other Hnis"
1015,2017-02-13,Better Mortgage,Consumer Internet,Mortgage Offering Platform,Gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Equity,127.5,2017,2,"Kleiner Perkins, Goldman Sachs, Pine Brook"
1016,2017-02-13,Nurturey,Consumer Internet,Parenting Mobile App,New Delhi,Mohit Joshi & Others,Seed Funding,2.805,2017,2,"Mohit Joshi, Undisclosed Investors"
1017,2017-02-13,Fyle,Technology,Expense Management Solution,Bangalore,Pravega Ventures,Seed Funding,3.4,2017,2,Pravega Ventures
1018,2017-02-14,Gobumpr,Consumer Internet,Online Bike & Car Services Provider,Chennai,"Mahalingam K, Girish Mathrubootham",Seed Funding,2.55,2017,2,"Mahalingam K, Girish Mathrubootham"
1019,2017-02-14,Ccavenue,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Equity,190.4,2017,2,Infibeam
1020,2017-02-14,Connaizen,Technology,Data Analytics Platform,New Delhi,Vikram Sud,Seed Funding,0.0,2017,2,Vikram Sud
1021,2017-02-15,Innov8,Consumer Internet,Co-Working Space Platform,New Delhi,"Vijay Shekhar Sharma, Rajan Anandan, Kunal Shah, Girish Mathrubootham, Punit Soni, Anand Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye",Seed Funding,0.0,2017,2,"Vijay Shekhar Sharma, Rajan Anandan, Kunal Shah, Girish Mathrubootham, Punit Soni, Anand Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye"
1022,2017-02-15,Zestmoney,Consumer Internet,Online Consumer Lending Platform,Bangalore,"PayU, Ribbit Capital, Omidyar Network",Private Equity,55.25,2017,2,"Payu, Ribbit Capital, Omidyar Network"
1023,2017-02-15,Airzaar,Technology,Drone Operations Management Platform,Missourie,Quake Capital,Seed Funding,2.975,2017,2,Quake Capital
1024,2017-02-16,Truebil,Consumer Internet,Online Marketplace For Used Cars,Mumbai,Shunwei Capital,Private Equity,25.5,2017,2,Shunwei Capital
1025,2017-02-16,Yourstory,Consumer Internet,Online Media,Bangalore,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,25.5,2017,2,"Kalaari Capital Partners, Qualcomm, 3One4 Capital Advisors, UC-RNT"
1026,2017-02-17,Imaginate,Technology,Ar & Vr Platform,Hyderabad,SRI Capital,Seed Funding,4.25,2017,2,Sri Capital
1027,2017-02-17,The Ken,Consumer Internet,Online Media Platform,Bangalore,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",Seed Funding,3.4,2017,2,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma, Undisclosed Investors"
1028,2017-02-17,Urban Ladder,E Commerce,Online Furniture Store,Bangalore,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",Private Equity,129.2,2017,2,"Kalaari Capital, Saif Partners, Steadview Capital, Sequoia Capital"
1029,2017-02-17,Aisle,Consumer Internet,Online Match-Making App,Bangalore,"Konglo Ventures, White Unicorn Ventures, LetsVenture",Seed Funding,0.0,2017,2,"Konglo Ventures, White Unicorn Ventures, Letsventure"
1030,2017-02-17,Townscript,Consumer Internet,Diy Event Registration And Ticketing Portal,Pune,BookMyShow,Private Equity,0.0,2017,2,Bookmyshow
1031,2017-02-17,Leopetra,E Commerce,Solution Provider For Pet Needs,Mumbai,Facebook FBStart,Seed Funding,0.34,2017,2,Facebook Fbstart
1032,2017-02-18,Blood N Care,Consumer Internet,First Aid Care App,Gurgaon,Facebook FBStart,Seed Funding,0.34,2017,2,Facebook Fbstart
1033,2017-02-20,Flipkart,E Commerce,Online Marketplace,Bangalore,"Bennett, Coleman and Co. Ltd (BCCL)",Private Equity,328.95,2017,2,"Bennett, Coleman, Co. Ltd"
1034,2017-02-21,True Balance,Consumer Internet,Mobile Balance Checking App,Gurgaon,"Softbank Ventures Korea, IMM Investment",Private Equity,127.5,2017,2,"Softbank, Imm Investment"
1035,2017-02-22,Vebbler,Consumer Internet,Photo Sharing For Groups,Bangalore,Facebook FBStart,Seed Funding,0.34,2017,2,Facebook Fbstart
1036,2017-02-23,Get My Parking,Consumer Internet,Smart Parking Platform,New Delhi,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",Private Equity,9.35,2017,2,"Indian Angel Network, BEENEXT, The Chennai Angels, Sunil Munjal"
1037,2017-02-23,Lets Reap,Consumer Internet,B2B Mobile App For Pharmacies,Mumbai,"Kunal Shah, Sandeep Tandon, Nitin Saluja, Gagan Goyal",Seed Funding,0.0,2017,2,"Kunal Shah, Sandeep Tandon, Nitin Saluja, Gagan Goyal"
1038,2017-02-24,Oglas,Consumer Internet,Mobile Advertising App,Noida,"Pankaj Rungta, Yogesh Agarwal",Seed Funding,0.0,2017,2,"Pankaj Rungta, Yogesh Agarwal"
1039,2017-02-27,Staydobe,Consumer Internet,Co-Living Spaces Aggregator,Bangalore,Ishan Manaktala,Seed Funding,0.0,2017,2,Ishan Manaktala
1040,2017-02-27,Biryani By Kilo,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",Seed Funding,3.1875,2017,2,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh, Undisclosed Investors"
1041,2017-02-27,Johari Shop,E Commerce,Online Jewellery Etailer,Bangalore,Undisclosed Investors,Seed Funding,0.799,2017,2,Undisclosed Investors
1042,2017-02-28,Neostencil,Consumer Internet,Live Online Coaching Classes,New Delhi,"Brand Capital, Paragon Trust",Private Equity,8.5,2017,2,"Brand Capital, Paragon Trust"
1043,2017-02-28,Blackbuck,Logistics,Online Freight Aggregator,Bangalore,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",Private Equity,595.0,2017,2,"Sands Capital, IFC, Accel, Flipkart, Sanjiv Rangrass"
1044,2017-01-02,Taxsutra,Consumer Internet,Online Tax Filing Platform,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed Funding,3.111,2017,1,"Tv Mohandas Pai, V Balakrishnan, Pv Srinivasan"
1045,2017-01-03,Tempogo,Technology,Iot & Saas Solutions For Transportation Industry,Panaji,K2 Capital,Seed Funding,7.0125,2017,1,K2 Capital
1046,2017-01-03,Gofynd,E Commerce,Fashion Ecommerce Portal,Mumbai,"Anand Chandrasekaran, Rajiv Mehta, Ramakant Sharma",Seed Funding,0.0,2017,1,"Anand Chandrasekaran, Rajiv Mehta, Ramakant Sharma"
1047,2017-01-03,Vow Car Clinic,Consumer Internet,Online/App Based Car Cleaning Service Provider,Gurgaon,Vishal Malik,Seed Funding,0.0,2017,1,Vishal Malik
1048,2017-01-04,Learntron,Technology,Blended Learning Delivery App For Schools & Corporates,Chennai,Kae Capital,Seed Funding,0.0,2017,1,Kae Capital
1049,2017-01-05,Mobident,Consumer Internet,Dentist Appointments Booking Platform,Bangalore,DanGold Investment Corp,Private Equity,0.0,2017,1,Dangold Investment Corp
1050,2017-01-05,Yostra,Technology,Healthcare Technology Solutions,Bangalore,"Marico Innovation Foundation (MIF), Villgro",Private Equity,0.0,2017,1,"Marico Innovation Foundation, Villgro"
1051,2017-01-06,Leap India,Logistics,Supply Chain Solutions Provider,Mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",Private Equity,110.5,2017,1,"India Nivesh Growth Fund, Sixth Sense, Tci Ventures"
1052,2017-01-07,Freecharge,Consumer Internet,Mobile Wallet,Mumbai,Jasper Infotech Pvt Ltd,Private Equity,484.5,2017,1,Jasper Infotech Pvt Ltd
1053,2017-01-09,Ticketnew,Consumer Internet,Movie Ticket Booking Platform,Chennai,Alibaba Pictures,Private Equity,297.5,2017,1,Alibaba Pictures
1054,2017-01-10,Intelligence Node,Technology,Saas Based Retail Analytics Solutions,Mumbai,BlackSoil Capital Pvt Ltd,Private Equity,6.8,2017,1,Blacksoil Capital Pvt Ltd
1055,2017-01-10,Securens,Technology,E-Surveillance Services Provider,Mumbai,"Mayfield India, Trifecta Capital",Private Equity,42.5,2017,1,"Mayfield India, Trifecta Capital"
1056,2017-01-10,Loan Frame,Consumer Internet,Small Business Loans Marketplace Platform,Gurgaon,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Equity,19.125,2017,1,"Vedanta Capital, William Campbell, Toos N Daruvala"
1057,2017-01-10,Driveskool,Consumer Internet,Online Marketplace For Driving Schools,Bangalore,Aavya Ventures,Seed Funding,0.0,2017,1,Aavya Ventures
1058,2017-01-10,Medinfi,Consumer Internet,Doctor & Clinic Discovery Portal,Bangalore,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",Seed Funding,0.85,2017,1,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani"
1059,2017-01-10,Lenskart,E Commerce,Online Eyewear Retailer,Bangalore,Ronnie Screwvala,Private Equity,29.75,2017,1,Ronnie Screwvala
1060,2017-01-11,Instaoffice,Consumer Internet,Coworking Spaces Booking Platform,Gurgaon,"Zishaan Hayath, Karan Chellani, Mohit Satyan",Seed Funding,0.0,2017,1,"Zishaan Hayath, Karan Chellani, Mohit Satyan"
1061,2017-01-12,Hanselio,Consumer Internet,Real-Time Mobile App Management Platform,Bangalore,"IDG Ventures, Endiya Partners",Private Equity,11.475,2017,1,"Idg Ventures, Endiya Partners"
1062,2017-01-12,Square Yards,Consumer Internet,Property Search Aggregator Platform,Gurgaon,"Lohia Group, Andre Hoffman",Private Equity,85.0,2017,1,"Lohia Group, Andre Hoffman"
1063,2017-01-13,Roambee,Technology,Iot Smart Logistics And Asset Management Company,Mumbai,Deutsche Telekom Strategic Investments & Others,Private Equity,34.85,2017,1,"Deutsche Telekom Strategic Investments, Undisclosed Investors"
1064,2017-01-13,Paisawapas,Consumer Internet,Cashback & Coupons Platform,Bangalore,Vividhity Ventures,Seed Funding,0.0,2017,1,Vividhity Ventures
1065,2017-01-13,Iservice,Consumer Internet,Gadgets Repair & Service Booking Platform,Bangalore,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",Seed Funding,3.74,2017,1,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna"
1066,2017-01-14,Unacademy,Consumer Internet,Online Learning Platform,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,38.25,2017,1,"Nexus Venture Partners, Blume Ventures"
1067,2017-01-14,Secururax,Technology,Cloud-Based Solutions Provider,Bangalore,"Axilor Ventures, Parampara Early Stage Opportunities Fund & Others",Private Equity,0.0,2017,1,"Axilor Ventures, Parampara Early Stage Opportunities Fund, Undisclosed Investors"
1068,2017-01-16,Leadburg,Consumer Internet,Personality Development Mobile App,Bangalore,"Harsh V. Pant, Ratheesh Raveendran",Seed Funding,0.0,2017,1,"Harsh V. Pant, Ratheesh Raveendran"
1069,2017-01-16,Zolostays,Consumer Internet,Branded Pg Accomodation Booking Platform,Bangalore,"Nexus Venture Partners, Innoven Capital",Private Equity,42.5,2017,1,"Nexus Venture Partners, Innoven Capital"
1070,2017-01-16,Oi Media,Technology,Saas Based Media Marketing Platform,New Delhi,Quarizon,Seed Funding,0.0,2017,1,Quarizon
1071,2017-01-16,Hipcouch,Consumer Internet,Custom & Modular Furniture Platform,Mumbai,Undisclosed Investors,Seed Funding,5.95,2017,1,Undisclosed Investors
1072,2017-01-17,Curiositi,Consumer Internet,Online Learning Platform,Bangalore,"Menterra Social Impact Fund, Unitus Seed Fund",Private Equity,6.8,2017,1,"Menterra Social Impact Fund, Unitus Seed Fund"
1073,2017-01-17,Tinystep,Consumer Internet,Parenting Info & Social Network,Bangalore,Flipkart,Private Equity,17.0,2017,1,Flipkart
1074,2017-01-17,Practo,Consumer Internet,Online Healthcare Platform,Bangalore,"Tencent, ru-Net, RSI Fund, Thrive Capital",Private Equity,467.5,2017,1,"Tencent, Ru-Net, Rsi Fund, Thrive Capital"
1075,2017-01-17,Ketchupp,Consumer Internet,Food Discovery Platform,New Delhi,India Quotient and others,Seed Funding,3.7485,2017,1,"India Quotient, Undisclosed Investors"
1076,2017-01-17,Hoopy,Consumer Internet,Online Car Service Platform,Gwalior,undisclosed investors,Seed Funding,4.25,2017,1,Undisclosed Investors
1077,2017-01-17,Ezytruk,Consumer Internet,Logistics And Truck Aggregator Platform,Bangalore,"Ajith Nair, Anish K",Seed Funding,1.2495,2017,1,"Ajith Nair, Anish K"
